segment,install_date,days_since_install,user_id,cohort_size,retention_rate
low,2024-01-04,16,0,58,0.0
low,2024-01-04,17,0,58,0.0
low,2024-01-04,18,0,58,0.0
low,2024-01-04,19,0,58,0.0
low,2024-01-04,20,0,58,0.0
low,2024-01-04,21,0,58,0.0
low,2024-01-04,22,0,58,0.0
low,2024-01-04,23,0,58,0.0
low,2024-01-04,24,0,58,0.0
low,2024-01-04,25,0,58,0.0
low,2024-01-04,26,0,58,0.0
low,2024-01-04,27,0,58,0.0
low,2024-01-04,28,0,58,0.0
low,2024-01-04,29,0,58,0.0
low,2024-01-04,30,0,58,0.0
low,2024-01-04,31,0,58,0.0
low,2024-01-04,32,0,58,0.0
low,2024-01-04,33,0,58,0.0
low,2024-01-04,34,0,58,0.0
low,2024-01-04,35,0,58,0.0
low,2024-01-04,36,0,58,0.0
low,2024-01-04,37,0,58,0.0
low,2024-01-04,38,0,58,0.0
low,2024-01-05,0,61,61,1.0
low,2024-01-05,1,20,61,0.32786885245901637
low,2024-01-05,2,0,61,0.0
low,2024-01-05,3,0,61,0.0
low,2024-01-05,4,0,61,0.0
low,2024-01-05,5,0,61,0.0
low,2024-01-05,6,0,61,0.0
low,2024-01-05,7,0,61,0.0
low,2024-01-05,8,0,61,0.0
low,2024-01-05,9,0,61,0.0
low,2024-01-05,10,0,61,0.0
low,2024-01-05,11,0,61,0.0
low,2024-01-05,12,0,61,0.0
low,2024-01-05,13,0,61,0.0
low,2024-01-05,14,0,61,0.0
low,2024-01-05,15,0,61,0.0
low,2024-01-05,16,0,61,0.0
low,2024-01-05,17,0,61,0.0
low,2024-01-05,18,0,61,0.0
low,2024-01-05,19,0,61,0.0
low,2024-01-05,20,0,61,0.0
low,2024-01-05,21,0,61,0.0
low,2024-01-05,22,0,61,0.0
low,2024-01-05,23,0,61,0.0
low,2024-01-05,24,0,61,0.0
low,2024-01-05,25,0,61,0.0
low,2024-01-05,26,0,61,0.0
low,2024-01-05,27,0,61,0.0
low,2024-01-05,28,0,61,0.0
low,2024-01-05,29,0,61,0.0
low,2024-01-05,30,0,61,0.0
low,2024-01-05,31,0,61,0.0
low,2024-01-05,32,0,61,0.0
low,2024-01-05,33,0,61,0.0
low,2024-01-05,34,0,61,0.0
low,2024-01-05,35,0,61,0.0
low,2024-01-05,36,0,61,0.0
low,2024-01-05,37,0,61,0.0
low,2024-01-05,38,0,61,0.0
low,2024-01-06,0,47,47,1.0
low,2024-01-06,1,21,47,0.44680851063829785
low,2024-01-06,2,0,47,0.0
low,2024-01-06,3,0,47,0.0
low,2024-01-06,4,0,47,0.0
low,2024-01-06,5,0,47,0.0
low,2024-01-06,6,0,47,0.0
low,2024-01-06,7,0,47,0.0
low,2024-01-06,8,0,47,0.0
low,2024-01-06,9,0,47,0.0
low,2024-01-06,10,0,47,0.0
low,2024-01-06,11,0,47,0.0
low,2024-01-06,12,0,47,0.0
low,2024-01-06,13,0,47,0.0
low,2024-01-06,14,0,47,0.0
low,2024-01-06,15,0,47,0.0
low,2024-01-06,16,0,47,0.0
low,2024-01-06,17,0,47,0.0
low,2024-01-06,18,0,47,0.0
low,2024-01-06,19,0,47,0.0
low,2024-01-06,20,0,47,0.0
low,2024-01-06,21,0,47,0.0
low,2024-01-06,22,0,47,0.0
low,2024-01-06,23,0,47,0.0
low,2024-01-06,24,0,47,0.0
low,2024-01-06,25,0,47,0.0
low,2024-01-06,26,0,47,0.0
low,2024-01-06,27,0,47,0.0
low,2024-01-06,28,0,47,0.0
low,2024-01-06,29,0,47,0.0
low,2024-01-06,30,0,47,0.0
low,2024-01-06,31,0,47,0.0
low,2024-01-06,32,0,47,0.0
low,2024-01-06,33,0,47,0.0
low,2024-01-06,34,0,47,0.0
low,2024-01-06,35,0,47,0.0
low,2024-01-06,36,0,47,0.0
low,2024-01-06,37,0,47,0.0
low,2024-01-06,38,0,47,0.0
low,2024-01-07,0,48,48,1.0
low,2024-01-07,1,19,48,0.3958333333333333
low,2024-01-07,2,0,48,0.0
low,2024-01-07,3,0,48,0.0
low,2024-01-07,4,0,48,0.0
low,2024-01-07,5,0,48,0.0
low,2024-01-07,6,0,48,0.0
low,2024-01-07,7,0,48,0.0
low,2024-01-07,8,0,48,0.0
low,2024-01-07,9,0,48,0.0
low,2024-01-07,10,0,48,0.0
low,2024-01-07,11,0,48,0.0
low,2024-01-07,12,0,48,0.0
low,2024-01-07,13,0,48,0.0
low,2024-01-07,14,0,48,0.0
low,2024-01-07,15,0,48,0.0
low,2024-01-07,16,0,48,0.0
low,2024-01-07,17,0,48,0.0
low,2024-01-07,18,0,48,0.0
low,2024-01-07,19,0,48,0.0
low,2024-01-07,20,0,48,0.0
low,2024-01-07,21,0,48,0.0
low,2024-01-07,22,0,48,0.0
low,2024-01-07,23,0,48,0.0
low,2024-01-07,24,0,48,0.0
low,2024-01-07,25,0,48,0.0
low,2024-01-07,26,0,48,0.0
low,2024-01-07,27,0,48,0.0
low,2024-01-07,28,0,48,0.0
low,2024-01-07,29,0,48,0.0
low,2024-01-07,30,0,48,0.0
low,2024-01-07,31,0,48,0.0
low,2024-01-07,32,0,48,0.0
low,2024-01-07,33,0,48,0.0
low,2024-01-07,34,0,48,0.0
low,2024-01-07,35,0,48,0.0
low,2024-01-07,36,0,48,0.0
low,2024-01-07,37,0,48,0.0
low,2024-01-07,38,0,48,0.0
low,2024-01-08,0,53,53,1.0
low,2024-01-08,1,25,53,0.4716981132075472
low,2024-01-08,2,0,53,0.0
low,2024-01-08,3,0,53,0.0
low,2024-01-08,4,0,53,0.0
low,2024-01-08,5,0,53,0.0
low,2024-01-08,6,0,53,0.0
low,2024-01-08,7,0,53,0.0
low,2024-01-08,8,0,53,0.0
low,2024-01-08,9,0,53,0.0
low,2024-01-08,10,0,53,0.0
low,2024-01-08,11,0,53,0.0
low,2024-01-08,12,0,53,0.0
low,2024-01-08,13,0,53,0.0
low,2024-01-08,14,0,53,0.0
low,2024-01-08,15,0,53,0.0
low,2024-01-08,16,0,53,0.0
low,2024-01-08,17,0,53,0.0
low,2024-01-08,18,0,53,0.0
low,2024-01-08,19,0,53,0.0
low,2024-01-08,20,0,53,0.0
low,2024-01-08,21,0,53,0.0
low,2024-01-08,22,0,53,0.0
low,2024-01-08,23,0,53,0.0
low,2024-01-08,24,0,53,0.0
low,2024-01-08,25,0,53,0.0
low,2024-01-08,26,0,53,0.0
low,2024-01-08,27,0,53,0.0
low,2024-01-08,28,0,53,0.0
low,2024-01-08,29,0,53,0.0
low,2024-01-08,30,0,53,0.0
low,2024-01-08,31,0,53,0.0
low,2024-01-08,32,0,53,0.0
low,2024-01-08,33,0,53,0.0
low,2024-01-08,34,0,53,0.0
low,2024-01-08,35,0,53,0.0
low,2024-01-08,36,0,53,0.0
low,2024-01-08,37,0,53,0.0
low,2024-01-08,38,0,53,0.0
low,2024-01-09,0,61,61,1.0
low,2024-01-09,1,28,61,0.45901639344262296
low,2024-01-09,2,0,61,0.0
low,2024-01-09,3,0,61,0.0
low,2024-01-09,4,0,61,0.0
low,2024-01-09,5,0,61,0.0
low,2024-01-09,6,0,61,0.0
low,2024-01-09,7,0,61,0.0
low,2024-01-09,8,0,61,0.0
low,2024-01-09,9,0,61,0.0
low,2024-01-09,10,0,61,0.0
low,2024-01-09,11,0,61,0.0
low,2024-01-09,12,0,61,0.0
low,2024-01-09,13,0,61,0.0
low,2024-01-09,14,0,61,0.0
low,2024-01-09,15,0,61,0.0
low,2024-01-09,16,0,61,0.0
low,2024-01-09,17,0,61,0.0
low,2024-01-09,18,0,61,0.0
low,2024-01-09,19,0,61,0.0
low,2024-01-09,20,0,61,0.0
low,2024-01-09,21,0,61,0.0
low,2024-01-09,22,0,61,0.0
low,2024-01-09,23,0,61,0.0
low,2024-01-09,24,0,61,0.0
low,2024-01-09,25,0,61,0.0
low,2024-01-09,26,0,61,0.0
low,2024-01-09,27,0,61,0.0
low,2024-01-09,28,0,61,0.0
low,2024-01-09,29,0,61,0.0
low,2024-01-09,30,0,61,0.0
low,2024-01-09,31,0,61,0.0
low,2024-01-09,32,0,61,0.0
low,2024-01-09,33,0,61,0.0
low,2024-01-09,34,0,61,0.0
low,2024-01-09,35,0,61,0.0
low,2024-01-09,36,0,61,0.0
low,2024-01-09,37,0,61,0.0
low,2024-01-09,38,0,61,0.0
low,2024-01-10,0,46,46,1.0
low,2024-01-10,1,20,46,0.43478260869565216
low,2024-01-10,2,0,46,0.0
low,2024-01-10,3,0,46,0.0
low,2024-01-10,4,0,46,0.0
low,2024-01-10,5,0,46,0.0
low,2024-01-10,6,0,46,0.0
low,2024-01-10,7,0,46,0.0
low,2024-01-10,8,0,46,0.0
low,2024-01-10,9,0,46,0.0
low,2024-01-10,10,0,46,0.0
low,2024-01-10,11,0,46,0.0
low,2024-01-10,12,0,46,0.0
low,2024-01-10,13,0,46,0.0
low,2024-01-10,14,0,46,0.0
low,2024-01-10,15,0,46,0.0
low,2024-01-10,16,0,46,0.0
low,2024-01-10,17,0,46,0.0
low,2024-01-10,18,0,46,0.0
low,2024-01-10,19,0,46,0.0
low,2024-01-10,20,0,46,0.0
low,2024-01-10,21,0,46,0.0
low,2024-01-10,22,0,46,0.0
low,2024-01-10,23,0,46,0.0
low,2024-01-10,24,0,46,0.0
low,2024-01-10,25,0,46,0.0
low,2024-01-10,26,0,46,0.0
low,2024-01-10,27,0,46,0.0
low,2024-01-10,28,0,46,0.0
low,2024-01-10,29,0,46,0.0
low,2024-01-10,30,0,46,0.0
low,2024-01-10,31,0,46,0.0
low,2024-01-10,32,0,46,0.0
low,2024-01-10,33,0,46,0.0
low,2024-01-10,34,0,46,0.0
low,2024-01-10,35,0,46,0.0
low,2024-01-10,36,0,46,0.0
low,2024-01-10,37,0,46,0.0
low,2024-01-10,38,0,46,0.0
low,2024-01-11,0,45,45,1.0
low,2024-01-11,1,22,45,0.4888888888888889
low,2024-01-11,2,0,45,0.0
low,2024-01-11,3,0,45,0.0
low,2024-01-11,4,0,45,0.0
low,2024-01-11,5,0,45,0.0
low,2024-01-11,6,0,45,0.0
low,2024-01-11,7,0,45,0.0
low,2024-01-11,8,0,45,0.0
low,2024-01-11,9,0,45,0.0
low,2024-01-11,10,0,45,0.0
low,2024-01-11,11,0,45,0.0
low,2024-01-11,12,0,45,0.0
low,2024-01-11,13,0,45,0.0
low,2024-01-11,14,0,45,0.0
low,2024-01-11,15,0,45,0.0
low,2024-01-11,16,0,45,0.0
low,2024-01-11,17,0,45,0.0
low,2024-01-11,18,0,45,0.0
low,2024-01-11,19,0,45,0.0
low,2024-01-11,20,0,45,0.0
low,2024-01-11,21,0,45,0.0
low,2024-01-11,22,0,45,0.0
low,2024-01-11,23,0,45,0.0
low,2024-01-11,24,0,45,0.0
low,2024-01-11,25,0,45,0.0
low,2024-01-11,26,0,45,0.0
low,2024-01-11,27,0,45,0.0
low,2024-01-11,28,0,45,0.0
low,2024-01-11,29,0,45,0.0
low,2024-01-11,30,0,45,0.0
low,2024-01-11,31,0,45,0.0
low,2024-01-11,32,0,45,0.0
low,2024-01-11,33,0,45,0.0
low,2024-01-11,34,0,45,0.0
low,2024-01-11,35,0,45,0.0
low,2024-01-11,36,0,45,0.0
low,2024-01-11,37,0,45,0.0
low,2024-01-11,38,0,45,0.0
low,2024-01-12,0,54,54,1.0
low,2024-01-12,1,25,54,0.46296296296296297
low,2024-01-12,2,0,54,0.0
low,2024-01-12,3,0,54,0.0
low,2024-01-12,4,0,54,0.0
low,2024-01-12,5,0,54,0.0
low,2024-01-12,6,0,54,0.0
low,2024-01-12,7,0,54,0.0
low,2024-01-12,8,0,54,0.0
low,2024-01-12,9,0,54,0.0
low,2024-01-12,10,0,54,0.0
low,2024-01-12,11,0,54,0.0
low,2024-01-12,12,0,54,0.0
low,2024-01-12,13,0,54,0.0
low,2024-01-12,14,0,54,0.0
low,2024-01-12,15,0,54,0.0
low,2024-01-12,16,0,54,0.0
low,2024-01-12,17,0,54,0.0
low,2024-01-12,18,0,54,0.0
low,2024-01-12,19,0,54,0.0
low,2024-01-12,20,0,54,0.0
low,2024-01-12,21,0,54,0.0
low,2024-01-12,22,0,54,0.0
low,2024-01-12,23,0,54,0.0
low,2024-01-12,24,0,54,0.0
low,2024-01-12,25,0,54,0.0
low,2024-01-12,26,0,54,0.0
low,2024-01-12,27,0,54,0.0
low,2024-01-12,28,0,54,0.0
low,2024-01-12,29,0,54,0.0
low,2024-01-12,30,0,54,0.0
low,2024-01-12,31,0,54,0.0
low,2024-01-12,32,0,54,0.0
low,2024-01-12,33,0,54,0.0
low,2024-01-12,34,0,54,0.0
low,2024-01-12,35,0,54,0.0
low,2024-01-12,36,0,54,0.0
low,2024-01-12,37,0,54,0.0
low,2024-01-12,38,0,54,0.0
low,2024-01-13,0,55,55,1.0
low,2024-01-13,1,14,55,0.2545454545454545
low,2024-01-13,2,0,55,0.0
low,2024-01-13,3,0,55,0.0
low,2024-01-13,4,0,55,0.0
low,2024-01-13,5,0,55,0.0
low,2024-01-13,6,0,55,0.0
low,2024-01-13,7,0,55,0.0
low,2024-01-13,8,0,55,0.0
low,2024-01-13,9,0,55,0.0
low,2024-01-13,10,0,55,0.0
low,2024-01-13,11,0,55,0.0
low,2024-01-13,12,0,55,0.0
low,2024-01-13,13,0,55,0.0
low,2024-01-13,14,0,55,0.0
low,2024-01-13,15,0,55,0.0
low,2024-01-13,16,0,55,0.0
low,2024-01-13,17,0,55,0.0
low,2024-01-13,18,0,55,0.0
low,2024-01-13,19,0,55,0.0
low,2024-01-13,20,0,55,0.0
low,2024-01-13,21,0,55,0.0
low,2024-01-13,22,0,55,0.0
low,2024-01-13,23,0,55,0.0
low,2024-01-13,24,0,55,0.0
low,2024-01-13,25,0,55,0.0
low,2024-01-13,26,0,55,0.0
low,2024-01-13,27,0,55,0.0
low,2024-01-13,28,0,55,0.0
low,2024-01-13,29,0,55,0.0
low,2024-01-13,30,0,55,0.0
low,2024-01-13,31,0,55,0.0
low,2024-01-13,32,0,55,0.0
low,2024-01-13,33,0,55,0.0
low,2024-01-13,34,0,55,0.0
low,2024-01-13,35,0,55,0.0
low,2024-01-13,36,0,55,0.0
low,2024-01-13,37,0,55,0.0
low,2024-01-13,38,0,55,0.0
low,2024-01-14,0,54,54,1.0
low,2024-01-14,1,31,54,0.5740740740740741
low,2024-01-14,2,0,54,0.0
low,2024-01-14,3,0,54,0.0
low,2024-01-14,4,0,54,0.0
low,2024-01-14,5,0,54,0.0
low,2024-01-14,6,0,54,0.0
low,2024-01-14,7,0,54,0.0
low,2024-01-14,8,0,54,0.0
low,2024-01-14,9,0,54,0.0
low,2024-01-14,10,0,54,0.0
low,2024-01-14,11,0,54,0.0
low,2024-01-14,12,0,54,0.0
low,2024-01-14,13,0,54,0.0
low,2024-01-14,14,0,54,0.0
low,2024-01-14,15,0,54,0.0
low,2024-01-14,16,0,54,0.0
low,2024-01-14,17,0,54,0.0
low,2024-01-14,18,0,54,0.0
low,2024-01-14,19,0,54,0.0
low,2024-01-14,20,0,54,0.0
low,2024-01-14,21,0,54,0.0
low,2024-01-14,22,0,54,0.0
low,2024-01-14,23,0,54,0.0
low,2024-01-14,24,0,54,0.0
low,2024-01-14,25,0,54,0.0
low,2024-01-14,26,0,54,0.0
low,2024-01-14,27,0,54,0.0
low,2024-01-14,28,0,54,0.0
low,2024-01-14,29,0,54,0.0
low,2024-01-14,30,0,54,0.0
low,2024-01-14,31,0,54,0.0
low,2024-01-14,32,0,54,0.0
low,2024-01-14,33,0,54,0.0
low,2024-01-14,34,0,54,0.0
low,2024-01-14,35,0,54,0.0
low,2024-01-14,36,0,54,0.0
low,2024-01-14,37,0,54,0.0
low,2024-01-14,38,0,54,0.0
low,2024-01-15,0,70,70,1.0
low,2024-01-15,1,36,70,0.5142857142857142
low,2024-01-15,2,0,70,0.0
low,2024-01-15,3,0,70,0.0
low,2024-01-15,4,0,70,0.0
low,2024-01-15,5,0,70,0.0
low,2024-01-15,6,0,70,0.0
low,2024-01-15,7,0,70,0.0
low,2024-01-15,8,0,70,0.0
low,2024-01-15,9,0,70,0.0
low,2024-01-15,10,0,70,0.0
low,2024-01-15,11,0,70,0.0
low,2024-01-15,12,0,70,0.0
low,2024-01-15,13,0,70,0.0
low,2024-01-15,14,0,70,0.0
low,2024-01-15,15,0,70,0.0
low,2024-01-15,16,0,70,0.0
low,2024-01-15,17,0,70,0.0
low,2024-01-15,18,0,70,0.0
low,2024-01-15,19,0,70,0.0
low,2024-01-15,20,0,70,0.0
low,2024-01-15,21,0,70,0.0
low,2024-01-15,22,0,70,0.0
low,2024-01-15,23,0,70,0.0
low,2024-01-15,24,0,70,0.0
low,2024-01-15,25,0,70,0.0
low,2024-01-15,26,0,70,0.0
low,2024-01-15,27,0,70,0.0
low,2024-01-15,28,0,70,0.0
low,2024-01-15,29,0,70,0.0
low,2024-01-15,30,0,70,0.0
low,2024-01-15,31,0,70,0.0
low,2024-01-15,32,0,70,0.0
low,2024-01-15,33,0,70,0.0
low,2024-01-15,34,0,70,0.0
low,2024-01-15,35,0,70,0.0
low,2024-01-15,36,0,70,0.0
low,2024-01-15,37,0,70,0.0
low,2024-01-15,38,0,70,0.0
low,2024-01-16,0,41,41,1.0
low,2024-01-16,1,16,41,0.3902439024390244
low,2024-01-16,2,0,41,0.0
low,2024-01-16,3,0,41,0.0
low,2024-01-16,4,0,41,0.0
low,2024-01-16,5,0,41,0.0
low,2024-01-16,6,0,41,0.0
low,2024-01-16,7,0,41,0.0
low,2024-01-16,8,0,41,0.0
low,2024-01-16,9,0,41,0.0
low,2024-01-16,10,0,41,0.0
low,2024-01-16,11,0,41,0.0
low,2024-01-16,12,0,41,0.0
low,2024-01-16,13,0,41,0.0
low,2024-01-16,14,0,41,0.0
low,2024-01-16,15,0,41,0.0
low,2024-01-16,16,0,41,0.0
low,2024-01-16,17,0,41,0.0
low,2024-01-16,18,0,41,0.0
low,2024-01-16,19,0,41,0.0
low,2024-01-16,20,0,41,0.0
low,2024-01-16,21,0,41,0.0
low,2024-01-16,22,0,41,0.0
low,2024-01-16,23,0,41,0.0
low,2024-01-16,24,0,41,0.0
low,2024-01-16,25,0,41,0.0
low,2024-01-16,26,0,41,0.0
low,2024-01-16,27,0,41,0.0
low,2024-01-16,28,0,41,0.0
low,2024-01-16,29,0,41,0.0
low,2024-01-16,30,0,41,0.0
low,2024-01-16,31,0,41,0.0
low,2024-01-16,32,0,41,0.0
low,2024-01-16,33,0,41,0.0
low,2024-01-16,34,0,41,0.0
low,2024-01-16,35,0,41,0.0
low,2024-01-16,36,0,41,0.0
low,2024-01-16,37,0,41,0.0
low,2024-01-16,38,0,41,0.0
low,2024-01-17,0,68,68,1.0
low,2024-01-17,1,27,68,0.39705882352941174
low,2024-01-17,2,0,68,0.0
low,2024-01-17,3,0,68,0.0
low,2024-01-17,4,0,68,0.0
low,2024-01-17,5,0,68,0.0
low,2024-01-17,6,0,68,0.0
low,2024-01-17,7,0,68,0.0
low,2024-01-17,8,0,68,0.0
low,2024-01-17,9,0,68,0.0
low,2024-01-17,10,0,68,0.0
low,2024-01-17,11,0,68,0.0
low,2024-01-17,12,0,68,0.0
low,2024-01-17,13,0,68,0.0
low,2024-01-17,14,0,68,0.0
low,2024-01-17,15,0,68,0.0
low,2024-01-17,16,0,68,0.0
low,2024-01-17,17,0,68,0.0
low,2024-01-17,18,0,68,0.0
low,2024-01-17,19,0,68,0.0
low,2024-01-17,20,0,68,0.0
low,2024-01-17,21,0,68,0.0
low,2024-01-17,22,0,68,0.0
low,2024-01-17,23,0,68,0.0
low,2024-01-17,24,0,68,0.0
low,2024-01-17,25,0,68,0.0
low,2024-01-17,26,0,68,0.0
low,2024-01-17,27,0,68,0.0
low,2024-01-17,28,0,68,0.0
low,2024-01-17,29,0,68,0.0
low,2024-01-17,30,0,68,0.0
low,2024-01-17,31,0,68,0.0
low,2024-01-17,32,0,68,0.0
low,2024-01-17,33,0,68,0.0
low,2024-01-17,34,0,68,0.0
low,2024-01-17,35,0,68,0.0
low,2024-01-17,36,0,68,0.0
low,2024-01-17,37,0,68,0.0
low,2024-01-17,38,0,68,0.0
low,2024-01-18,0,47,47,1.0
low,2024-01-18,1,17,47,0.3617021276595745
low,2024-01-18,2,0,47,0.0
low,2024-01-18,3,0,47,0.0
low,2024-01-18,4,0,47,0.0
low,2024-01-18,5,0,47,0.0
low,2024-01-18,6,0,47,0.0
low,2024-01-18,7,0,47,0.0
low,2024-01-18,8,0,47,0.0
low,2024-01-18,9,0,47,0.0
low,2024-01-18,10,0,47,0.0
low,2024-01-18,11,0,47,0.0
low,2024-01-18,12,0,47,0.0
low,2024-01-18,13,0,47,0.0
low,2024-01-18,14,0,47,0.0
low,2024-01-18,15,0,47,0.0
low,2024-01-18,16,0,47,0.0
low,2024-01-18,17,0,47,0.0
low,2024-01-18,18,0,47,0.0
low,2024-01-18,19,0,47,0.0
low,2024-01-18,20,0,47,0.0
low,2024-01-18,21,0,47,0.0
low,2024-01-18,22,0,47,0.0
low,2024-01-18,23,0,47,0.0
low,2024-01-18,24,0,47,0.0
low,2024-01-18,25,0,47,0.0
low,2024-01-18,26,0,47,0.0
low,2024-01-18,27,0,47,0.0
low,2024-01-18,28,0,47,0.0
low,2024-01-18,29,0,47,0.0
low,2024-01-18,30,0,47,0.0
low,2024-01-18,31,0,47,0.0
low,2024-01-18,32,0,47,0.0
low,2024-01-18,33,0,47,0.0
low,2024-01-18,34,0,47,0.0
low,2024-01-18,35,0,47,0.0
low,2024-01-18,36,0,47,0.0
low,2024-01-18,37,0,47,0.0
low,2024-01-18,38,0,47,0.0
low,2024-01-19,0,58,58,1.0
low,2024-01-19,1,26,58,0.4482758620689655
low,2024-01-19,2,0,58,0.0
low,2024-01-19,3,0,58,0.0
low,2024-01-19,4,0,58,0.0
low,2024-01-19,5,0,58,0.0
low,2024-01-19,6,0,58,0.0
low,2024-01-19,7,0,58,0.0
low,2024-01-19,8,0,58,0.0
low,2024-01-19,9,0,58,0.0
low,2024-01-19,10,0,58,0.0
low,2024-01-19,11,0,58,0.0
low,2024-01-19,12,0,58,0.0
low,2024-01-19,13,0,58,0.0
low,2024-01-19,14,0,58,0.0
low,2024-01-19,15,0,58,0.0
low,2024-01-19,16,0,58,0.0
low,2024-01-19,17,0,58,0.0
low,2024-01-19,18,0,58,0.0
low,2024-01-19,19,0,58,0.0
low,2024-01-19,20,0,58,0.0
low,2024-01-19,21,0,58,0.0
low,2024-01-19,22,0,58,0.0
low,2024-01-19,23,0,58,0.0
low,2024-01-19,24,0,58,0.0
low,2024-01-19,25,0,58,0.0
